participant,stim,condition,category_A_label,category_B_label,category,angle,radius,angle_psy,radius_psy,key_choice,rt,trial_type,block_n,trial_n,category_choice
10,25,switch/standard,j,f,Test,40,140,38.35549087886737,42.56620206713007,j,1.2831671999883838,switch,3,55,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,f,4.482359999965411,standard,1,1,A
11,5,standard/switch,f,j,A,10,140,-16.71390068,50.111230393533226,f,1.4654198000207543,standard,1,2,A
11,2,standard/switch,f,j,A,10,57,-24.53495333,-12.0763604,f,1.1731466999626718,standard,1,3,A
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,f,1.4993789000436664,switch,1,4,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,f,0.9569910999853164,standard,1,5,A
11,2,standard/switch,f,j,A,10,57,-24.53495333,-12.0763604,f,1.1005834999959916,switch,1,6,A
11,11,standard/switch,f,j,B,25,30,13.264524555129096,-38.2203846,j,0.6545405999640934,standard,1,7,B
11,12,standard/switch,f,j,B,25,57,9.177647168036223,-16.07892918,j,0.6346157999942079,standard,1,8,B
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,f,1.1657571999821812,standard,1,9,A
11,14,standard/switch,f,j,A,25,113,8.045214428,27.52140038259675,f,1.1810652000131086,standard,1,10,A
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,j,1.0913658000063151,standard,1,11,B
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,0.981445999990683,switch,1,12,A
11,8,standard/switch,f,j,A,17,85,-8.995342757,8.387433417892344,f,1.0587748999823816,standard,1,13,A
11,6,standard/switch,f,j,B,17,30,-3.854444584,-37.8392214,j,0.631318400031887,switch,1,14,B
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.8362435000017285,standard,1,15,A
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,0.7843955000280403,standard,1,16,A
11,6,standard/switch,f,j,B,17,30,-3.854444584,-37.8392214,j,0.6627894999692217,standard,1,17,B
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,0.5616698999656364,standard,1,18,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,f,0.8489603000343777,standard,1,19,A
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,j,0.6785323999938555,standard,1,20,B
11,15,standard/switch,f,j,A,25,140,12.129448921922751,51.77476957,f,0.4726912999758497,switch,1,21,A
11,16,standard/switch,f,j,B,33,30,30.19684495481618,-38.42373928,j,0.43522449996089563,standard,1,22,B
11,10,standard/switch,f,j,A,17,140,-1.732665378,46.70107673091564,f,0.4077458999818191,standard,1,23,A
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.413201300019864,standard,1,24,A
11,22,standard/switch,f,j,B,40,57,41.88083319458841,-14.98800492,j,0.4268230000161566,standard,1,25,B
11,16,standard/switch,f,j,B,33,30,30.19684495481618,-38.42373928,j,0.4238245000015013,switch,1,26,B
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.6052671000361443,standard,1,27,A
11,21,standard/switch,f,j,B,40,30,45.13982813678688,-35.30081098,j,0.46712759998627007,switch,1,28,B
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,f,0.6460570000344887,standard,1,29,A
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,0.4990345999831334,standard,1,30,A
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,f,0.7570936999982223,standard,1,31,A
11,9,standard/switch,f,j,A,17,113,-5.541832691,31.07890857909637,f,0.5169456000439823,standard,1,32,A
11,5,standard/switch,f,j,A,10,140,-16.71390068,50.111230393533226,f,0.445516099978704,switch,1,33,A
11,17,standard/switch,f,j,B,33,57,26.21866752665977,-14.79865055,j,0.5384397999732755,standard,1,34,B
11,18,standard/switch,f,j,B,33,85,26.821232143487904,6.976824754974014,j,1.0262552000349388,standard,1,35,B
11,20,standard/switch,f,j,A,33,140,26.14711175410772,43.96860584938808,f,0.4869263999862597,switch,1,36,A
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,0.609369500016328,standard,1,37,A
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.7586876000277698,switch,1,38,A
11,23,standard/switch,f,j,B,40,85,38.21996555398914,5.057706707981728,j,0.8858793000108562,standard,1,39,B
11,24,standard/switch,f,j,B,40,113,37.71162000489743,24.31290640287821,j,0.696605900011491,standard,1,40,B
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,f,0.8024193000164814,standard,1,41,A
11,20,standard/switch,f,j,A,33,140,26.14711175410772,43.96860584938808,f,0.5279295000364073,standard,1,42,A
11,17,standard/switch,f,j,B,33,57,26.21866752665977,-14.79865055,j,0.5140294000157155,switch,1,43,B
11,15,standard/switch,f,j,A,25,140,12.129448921922751,51.77476957,f,0.49935940001159906,standard,1,44,A
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.5411813000100665,standard,1,45,A
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,j,0.589511499973014,switch,1,46,B
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,f,0.5235512999934144,standard,1,47,A
11,3,standard/switch,f,j,A,10,85,-26.47077232,11.92758930596587,f,0.564906699990388,standard,1,48,A
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,j,0.7488641000236385,standard,1,49,B
11,10,standard/switch,f,j,A,17,140,-1.732665378,46.70107673091564,f,0.5886958999908529,switch,1,50,A
11,4,standard/switch,f,j,A,10,113,-23.83479794,30.479004461502832,f,0.5069191999500617,standard,1,51,A
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,j,1.0523741000215523,standard,1,52,B
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,j,0.9910816999617964,switch,1,53,B
11,21,standard/switch,f,j,B,40,30,45.13982813678688,-35.30081098,j,0.549698900023941,standard,1,54,B
11,24,standard/switch,f,j,B,40,113,37.71162000489743,24.31290640287821,f,0.5895715999649838,switch,1,55,A
11,4,standard/switch,f,j,A,10,113,-23.83479794,30.479004461502832,f,0.6503189000068232,standard,2,1,A
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.5426653999602422,standard,2,2,A
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.496162399998866,standard,2,3,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,f,0.609686599986162,standard,2,4,A
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,j,0.5757128999684937,switch,2,5,B
11,22,standard/switch,f,j,B,40,57,41.88083319458841,-14.98800492,j,0.4865093000116758,standard,2,6,B
11,6,standard/switch,f,j,B,17,30,-3.854444584,-37.8392214,j,0.4488612000131979,standard,2,7,B
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,j,0.3970610999967903,standard,2,8,B
11,20,standard/switch,f,j,A,33,140,26.14711175410772,43.96860584938808,f,0.5148993999464437,switch,2,9,A
11,24,standard/switch,f,j,B,40,113,37.71162000489743,24.31290640287821,j,0.4687868999899365,standard,2,10,B
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,j,0.7041820000158623,standard,2,11,B
11,1,standard/switch,f,j,Test,10,30,-20.84275308,-36.88849953,j,0.585502700007055,switch,2,12,B
11,7,standard/switch,f,j,Test,17,57,-6.953638003,-14.02238557,j,0.4237002999871038,standard,2,13,B
11,9,standard/switch,f,j,A,17,113,-5.541832691,31.07890857909637,f,0.5244583999738097,standard,2,14,A
11,16,standard/switch,f,j,B,33,30,30.19684495481618,-38.42373928,j,0.6934034000150859,switch,2,15,B
11,10,standard/switch,f,j,A,17,140,-1.732665378,46.70107673091564,f,0.42373569996561855,standard,2,16,A
11,5,standard/switch,f,j,A,10,140,-16.71390068,50.111230393533226,f,0.5325351000064984,switch,2,17,A
11,25,standard/switch,f,j,Test,40,140,38.35549087886737,42.56620206713007,f,2.533805300015956,standard,2,18,A
11,5,standard/switch,f,j,A,10,140,-16.71390068,50.111230393533226,f,0.461276700021699,standard,2,19,A
11,14,standard/switch,f,j,A,25,113,8.045214428,27.52140038259675,f,0.448311299958732,standard,2,20,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,j,0.7179088999982923,standard,2,21,B
11,21,standard/switch,f,j,B,40,30,45.13982813678688,-35.30081098,j,0.4227076999959536,standard,2,22,B
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.6031628000200726,standard,2,23,A
11,6,standard/switch,f,j,B,17,30,-3.854444584,-37.8392214,j,0.4813862000009976,switch,2,24,B
11,19,standard/switch,f,j,Test,33,113,26.34861461926153,27.630709460791525,f,0.6037100999965332,standard,2,25,A
11,13,standard/switch,f,j,Test,25,85,9.818056926810664,7.222251006984481,j,0.4654512000270188,standard,2,26,B
11,15,standard/switch,f,j,A,25,140,12.129448921922751,51.77476957,f,0.5973435000050813,standard,2,27,A
11,2,standard/switch,f,j,A,10,57,-24.53495333,-12.0763604,j,0.5057323999935761,switch,2,28,B
